Date,Close,Volume
1992-12-24,0.4284481108188629,45964800
1992-12-28,0.4320787191390991,70448000
1992-12-29,0.4329862296581268,116278400
1992-12-30,0.4266327321529388,100587200
1992-12-31,0.4338941276073456,92232000
1993-01-04,0.4230011403560638,129136000
1993-01-05,0.4302633702754974,186256000
1993-01-06,0.4484175145626068,281400000
1993-01-07,0.4429714679718017,272137600
1993-01-08,0.4520492851734161,320936000
1993-01-11,0.4656649529933929,273728000
1993-01-12,0.4466021955013275,346158400
1993-01-13,0.4611258208751678,199640000
1993-01-14,0.4720186293125152,367808000
1993-01-15,0.4375247657299042,902630400
1993-01-18,0.4320787191390991,333636800
1993-01-19,0.4338941276073456,274041600
1993-01-20,0.4357093572616577,158737600
1993-01-21,0.4357093572616577,184419200
1993-01-22,0.4320787191390991,146944000
1993-01-25,0.4357093572616577,202272000
1993-01-26,0.4411563575267792,285622400
1993-01-27,0.4375247657299042,226620800
1993-01-28,0.4348017573356628,184038400
1993-01-29,0.4320787191390991,266100800
1993-02-01,0.4447869062423706,240553600
1993-02-02,0.4375247657299042,182336000
1993-02-03,0.4357093572616577,264185600
1993-02-04,0.4320787191390991,208152000
1993-02-05,0.4157398641109466,367617600
1993-02-08,0.4102929234504699,281075200
1993-02-09,0.4130166172981262,238660800
1993-02-10,0.4048469662666321,268284800
1993-02-11,0.400308609008789,168268800
1993-02-12,0.3920843005180359,275396800
1993-02-16,0.3857158720493316,407736000
1993-02-17,0.3920843005180359,249580800
1993-02-18,0.4002710580825805,280123200
1993-02-19,0.4002710580825805,177800000
1993-02-22,0.4011816382408142,98761600
1993-02-23,0.3948131799697876,194073600
1993-02-24,0.3902649283409118,286563200
1993-02-25,0.3984518349170685,167227200
1993-02-26,0.3857158720493316,294884800
1993-03-01,0.3875352144241333,119302400
1993-03-02,0.3948131799697876,147694400
1993-03-03,0.3975421190261841,202697600
1993-03-04,0.4002710580825805,188339200
1993-03-05,0.4002710580825805,111619200
1993-03-08,0.4111877083778381,177004800
1993-03-09,0.4130069613456726,154828800
1993-03-10,0.4130069613456726,132496000
1993-03-11,0.4139173328876495,144614400
1993-03-12,0.409368485212326,126694400
1993-03-15,0.4148272275924682,136035200
1993-03-16,0.4111877083778381,101281600
1993-03-17,0.4011816382408142,176220800
1993-03-18,0.3966325521469116,106187200
1993-03-19,0.3911745250225067,154100800
1993-03-22,0.3875352144241333,165200000
1993-03-23,0.3838964998722076,102536000
1993-03-24,0.3911745250225067,143068800
1993-03-25,0.3984518349170685,171046400
1993-03-26,0.3875352144241333,151760000
1993-03-29,0.3711607158184051,261710400
1993-03-30,0.3802580237388611,264051200
1993-03-31,0.3747992813587188,223036800
1993-04-01,0.3766193687915802,108203200
1993-04-02,0.3647932112216949,253792000
1993-04-05,0.3638835251331329,149172800
1993-04-06,0.3547861576080322,168369600
1993-04-07,0.3675221502780914,162848000
1993-04-08,0.3620633780956268,163430400
1993-04-12,0.3638835251331329,93049600
1993-04-13,0.352966845035553,164483200
1993-04-14,0.3547861576080322,170060800
1993-04-15,0.3438694775104522,218702400
1993-04-16,0.3502379357814789,686795200
1993-04-19,0.352966845035553,227864000
1993-04-20,0.3638835251331329,240049600
1993-04-21,0.3611537218093872,205273600
1993-04-22,0.3638835251331329,157673600
1993-04-23,0.3584248125553131,134142400
1993-04-26,0.3566054999828338,102804800
1993-04-27,0.3657028079032898,129673600
1993-04-28,0.373889684677124,163240000
1993-04-29,0.3693414032459259,82443200
1993-04-30,0.3729799687862396,132339200
1993-05-03,0.3775290846824646,65184000
1993-05-04,0.388445645570755,170822400
1993-05-05,0.3966325521469116,253064000
1993-05-06,0.3911745250225067,70459200
1993-05-07,0.3984518349170685,81894400
1993-05-10,0.4002710580825805,137928000
1993-05-11,0.3966325521469116,158379200
1993-05-12,0.3875352144241333,105224000
1993-05-13,0.4039105176925659,361726400
1993-05-14,0.4039105176925659,117409600
1993-05-17,0.4057298302650451,69641600
1993-05-18,0.4039105176925659,163475200
1993-05-19,0.4166464805603027,172771200
1993-05-20,0.4275631308555603,290528000
1993-05-21,0.4184657633304596,148198400
1993-05-24,0.4193754196166992,150315200
1993-05-25,0.410278171300888,180723200
1993-05-26,0.4202850461006164,121564800
1993-05-27,0.4184657633304596,197288000
1993-05-28,0.4129588901996612,183948800
1993-06-01,0.415694385766983,135072000
1993-06-02,0.415694385766983,200480000
1993-06-03,0.4111358225345611,156856000
1993-06-04,0.4001961946487427,213684800
1993-06-07,0.3701135218143463,482305600
1993-06-08,0.360997200012207,621096000
1993-06-09,0.3227096199989319,1178419200
1993-06-10,0.3245325684547424,553705600
1993-06-11,0.3190633952617645,242323200
1993-06-14,0.3254450559616089,249491200
1993-06-15,0.3063008487224579,448324800
1993-06-16,0.3081238269805908,353080000
1993-06-17,0.3008315861225128,409438400
1993-06-18,0.2990075647830963,311292800
1993-06-21,0.2889804542064667,273582400
1993-06-22,0.3017430901527405,336380800
1993-06-23,0.2953613698482513,180723200
1993-06-24,0.3044776916503906,222835200
1993-06-25,0.2917151749134063,257163200
1993-06-28,0.292626678943634,353617600
1993-06-29,0.2844218909740448,294268800
1993-06-30,0.2880689799785614,200256000
1993-07-01,0.2771296799182892,218164800
1993-07-02,0.280775785446167,191632000
1993-07-06,0.2753065526485443,155254400
1993-07-07,0.2661901414394378,227035200
1993-07-08,0.2661901414394378,138969600
1993-07-09,0.2680131196975708,156878400
1993-07-12,0.2771296799182892,173880000
1993-07-13,0.2716594636440277,158110400
1993-07-14,0.2716594636440277,246299200
1993-07-15,0.2607199847698211,338038400
1993-07-16,0.2005542963743209,2120596800
1993-07-19,0.1868802458047866,806232000
1993-07-20,0.1959957182407379,531910400
1993-07-21,0.1914379596710205,455907200
1993-07-22,0.193261057138443,211176000
1993-07-23,0.1914379596710205,233777600
1993-07-26,0.1959957182407379,152824000
1993-07-27,0.193261057138443,198609600
1993-07-28,0.1959957182407379,91795200
1993-07-29,0.1987312585115432,121374400
1993-07-30,0.2023774087429046,214446400
1993-08-02,0.2078467905521392,216305600
1993-08-03,0.2114937454462051,176478400
1993-08-04,0.2206092625856399,242995200
1993-08-05,0.2151399850845337,209372800
1993-08-06,0.2133169174194336,125921600
1993-08-09,0.2169630378484726,161414400
1993-08-10,0.2078467905521392,152779200
1993-08-11,0.2005542963743209,166969600
1993-08-12,0.193261057138443,338172800
1993-08-13,0.1996427476406097,138812800
1993-08-16,0.2014369964599609,102446400
1993-08-17,0.2078458964824676,108180800
1993-08-18,0.208761528134346,188720000
1993-08-19,0.2014369964599609,152129600
1993-08-20,0.205099269747734,99937600
1993-08-23,0.2078458964824676,91179200
1993-08-24,0.205099269747734,101259200
1993-08-25,0.1996058821678161,145768000
1993-08-26,0.1968582868576049,176142400
1993-08-27,0.194111630320549,186569600
1993-08-30,0.1904494166374206,273739200
1993-08-31,0.194111630320549,127870400
1993-09-01,0.191364973783493,225568000
